Date,ECB Nominal effective exch. rate of the US dollar against Narrow EER group of trading partners (fixed composition): EER-12,obs. status
2021-07-02,91.8764,Normal value (A)
2021-07-01,91.5349,Normal value (A)
2021-06-30,91.4181,Normal value (A)
2021-06-29,91.3904,Normal value (A)
2021-06-28,91.2602,Normal value (A)
2021-06-27,-,Missing value; data cannot exist (M)
2021-06-26,-,Missing value; data cannot exist (M)
2021-06-25,90.9952,Normal value (A)
2021-06-24,91.0978,Normal value (A)
2021-06-23,90.9866,Normal value (A)
2021-06-22,91.3674,Normal value (A)
2021-06-21,91.3867,Normal value (A)
2021-06-20,-,Missing value; data cannot exist (M)
2021-06-19,-,Missing value; data cannot exist (M)
2021-06-18,91.3115,Normal value (A)
2021-06-17,91.0911,Normal value (A)
2021-06-16,89.8999,Normal value (A)
2021-06-15,90.0345,Normal value (A)
2021-06-14,89.9253,Normal value (A)
2021-06-13,-,Missing value; data cannot exist (M)
2021-06-12,-,Missing value; data cannot exist (M)
2021-06-11,89.7242,Normal value (A)
2021-06-10,89.5935,Normal value (A)
2021-06-09,89.4134,Normal value (A)
2021-06-08,89.4700,Normal value (A)
2021-06-07,89.4936,Normal value (A)
2021-06-06,-,Missing value; data cannot exist (M)
2021-06-05,-,Missing value; data cannot exist (M)
2021-06-04,89.8767,Normal value (A)
2021-06-03,89.5047,Normal value (A)
2021-06-02,89.5065,Normal value (A)
2021-06-01,89.2860,Normal value (A)
2021-05-31,89.4115,Normal value (A)
2021-05-30,-,Missing value; data cannot exist (M)
2021-05-29,-,Missing value; data cannot exist (M)
2021-05-28,89.7833,Normal value (A)
2021-05-27,89.4687,Normal value (A)
2021-05-26,89.3123,Normal value (A)
2021-05-25,89.1539,Normal value (A)
2021-05-24,89.4273,Normal value (A)
2021-05-23,-,Missing value; data cannot exist (M)
2021-05-22,-,Missing value; data cannot exist (M)
2021-05-21,89.4200,Normal value (A)
2021-05-20,89.5686,Normal value (A)
2021-05-19,89.4890,Normal value (A)
2021-05-18,89.2687,Normal value (A)
2021-05-17,89.8608,Normal value (A)
2021-05-16,-,Missing value; data cannot exist (M)
2021-05-15,-,Missing value; data cannot exist (M)
2021-05-14,89.8742,Normal value (A)
2021-05-13,90.1373,Normal value (A)
2021-05-12,89.7172,Normal value (A)
2021-05-11,89.4878,Normal value (A)
2021-05-10,89.4847,Normal value (A)
2021-05-09,-,Missing value; data cannot exist (M)
2021-05-08,-,Missing value; data cannot exist (M)
2021-05-07,90.2298,Normal value (A)
2021-05-06,90.3162,Normal value (A)
2021-05-05,90.5707,Normal value (A)
2021-05-04,90.6594,Normal value (A)
2021-05-03,90.5213,Normal value (A)
2021-05-02,-,Missing value; data cannot exist (M)
2021-05-01,-,Missing value; data cannot exist (M)
2021-04-30,90.2154,Normal value (A)
2021-04-29,89.9963,Normal value (A)
2021-04-28,90.4337,Normal value (A)
2021-04-27,90.2674,Normal value (A)
2021-04-26,90.3255,Normal value (A)
2021-04-25,-,Missing value; data cannot exist (M)
2021-04-24,-,Missing value; data cannot exist (M)
2021-04-23,90.4532,Normal value (A)
2021-04-22,90.6188,Normal value (A)
2021-04-21,90.8579,Normal value (A)
2021-04-20,90.5540,Normal value (A)
2021-04-19,90.5485,Normal value (A)
2021-04-18,-,Missing value; data cannot exist (M)
2021-04-17,-,Missing value; data cannot exist (M)
2021-04-16,90.8966,Normal value (A)
2021-04-15,90.9669,Normal value (A)
2021-04-14,91.1329,Normal value (A)
2021-04-13,91.6117,Normal value (A)
2021-04-12,91.4387,Normal value (A)
2021-04-11,-,Missing value; data cannot exist (M)
2021-04-10,-,Missing value; data cannot exist (M)
2021-04-09,91.5763,Normal value (A)
2021-04-08,91.5508,Normal value (A)
2021-04-07,91.5944,Normal value (A)
2021-04-06,91.8393,Normal value (A)
2021-04-05,-,Missing value; data cannot exist (M)
2021-04-04,-,Missing value; data cannot exist (M)
2021-04-03,-,Missing value; data cannot exist (M)
2021-04-02,-,Missing value; data cannot exist (M)
2021-04-01,92.2701,Normal value (A)
2021-03-31,92.3610,Normal value (A)
2021-03-30,92.2957,Normal value (A)
2021-03-29,91.9609,Normal value (A)
2021-03-28,-,Missing value; data cannot exist (M)
2021-03-27,-,Missing value; data cannot exist (M)
2021-03-26,92.0086,Normal value (A)
2021-03-25,91.9429,Normal value (A)
2021-03-24,91.8064,Normal value (A)
2021-03-23,91.4862,Normal value (A)
2021-03-22,91.1878,Normal value (A)
2021-03-21,-,Missing value; data cannot exist (M)
2021-03-20,-,Missing value; data cannot exist (M)
2021-03-19,91.3627,Normal value (A)
2021-03-18,91.1700,Normal value (A)
2021-03-17,91.2624,Normal value (A)
2021-03-16,91.1493,Normal value (A)
2021-03-15,91.2454,Normal value (A)
2021-03-14,-,Missing value; data cannot exist (M)
2021-03-13,-,Missing value; data cannot exist (M)
2021-03-12,91.2856,Normal value (A)
2021-03-11,91.0310,Normal value (A)
2021-03-10,91.5489,Normal value (A)
2021-03-09,91.5045,Normal value (A)
2021-03-08,91.7236,Normal value (A)
2021-03-07,-,Missing value; data cannot exist (M)
2021-03-06,-,Missing value; data cannot exist (M)
2021-03-05,91.4021,Normal value (A)
2021-03-04,90.7762,Normal value (A)
2021-03-03,90.6173,Normal value (A)
2021-03-02,90.7615,Normal value (A)
2021-03-01,90.6613,Normal value (A)
2021-02-28,-,Missing value; data cannot exist (M)
2021-02-27,-,Missing value; data cannot exist (M)
2021-02-26,90.3612,Normal value (A)
2021-02-25,89.5021,Normal value (A)
2021-02-24,89.8652,Normal value (A)
2021-02-23,89.9062,Normal value (A)
2021-02-22,89.9851,Normal value (A)
2021-02-21,-,Missing value; data cannot exist (M)
2021-02-20,-,Missing value; data cannot exist (M)
2021-02-19,89.8378,Normal value (A)
2021-02-18,90.2095,Normal value (A)
2021-02-17,90.4350,Normal value (A)
2021-02-16,89.9972,Normal value (A)
2021-02-15,90.0016,Normal value (A)
2021-02-14,-,Missing value; data cannot exist (M)
2021-02-13,-,Missing value; data cannot exist (M)
2021-02-12,90.2544,Normal value (A)
2021-02-11,89.9416,Normal value (A)
2021-02-10,90.0853,Normal value (A)
2021-02-09,90.2855,Normal value (A)
2021-02-08,90.8564,Normal value (A)
2021-02-07,-,Missing value; data cannot exist (M)
2021-02-06,-,Missing value; data cannot exist (M)
2021-02-05,91.0797,Normal value (A)
2021-02-04,90.9461,Normal value (A)
2021-02-03,90.8527,Normal value (A)
2021-02-02,90.7494,Normal value (A)
2021-02-01,90.5998,Normal value (A)
2021-01-31,-,Missing value; data cannot exist (M)
2021-01-30,-,Missing value; data cannot exist (M)
2021-01-29,90.3211,Normal value (A)
2021-01-28,90.6347,Normal value (A)
2021-01-27,90.2145,Normal value (A)
2021-01-26,90.0261,Normal value (A)
2021-01-25,89.9999,Normal value (A)
2021-01-24,-,Missing value; data cannot exist (M)
2021-01-23,-,Missing value; data cannot exist (M)
2021-01-22,90.0222,Normal value (A)
2021-01-21,89.7526,Normal value (A)
2021-01-20,90.1790,Normal value (A)
2021-01-19,90.1488,Normal value (A)
2021-01-18,90.5044,Normal value (A)
2021-01-17,-,Missing value; data cannot exist (M)
2021-01-16,-,Missing value; data cannot exist (M)
2021-01-15,90.1178,Normal value (A)
2021-01-14,90.1029,Normal value (A)
2021-01-13,89.9874,Normal value (A)
2021-01-12,90.1237,Normal value (A)
2021-01-11,90.2474,Normal value (A)
2021-01-10,-,Missing value; data cannot exist (M)
2021-01-09,-,Missing value; data cannot exist (M)
2021-01-08,89.6557,Normal value (A)
2021-01-07,89.5645,Normal value (A)
2021-01-06,89.1837,Normal value (A)
2021-01-05,89.5482,Normal value (A)
2021-01-04,89.3493,Normal value (A)
2021-01-03,-,Missing value; data cannot exist (M)
2021-01-02,-,Missing value; data cannot exist (M)
2021-01-01,-,Missing value; data cannot exist (M)
2020-12-31,89.5119,Normal value (A)
2020-12-30,89.6047,Normal value (A)
2020-12-29,89.9262,Normal value (A)
2020-12-28,90.0590,Normal value (A)
2020-12-27,-,Missing value; data cannot exist (M)
2020-12-26,-,Missing value; data cannot exist (M)
2020-12-25,-,Missing value; data cannot exist (M)
2020-12-24,90.1477,Normal value (A)
2020-12-23,90.4417,Normal value (A)
2020-12-22,90.1445,Normal value (A)
2020-12-21,90.5237,Normal value (A)
2020-12-20,-,Missing value; data cannot exist (M)
2020-12-19,-,Missing value; data cannot exist (M)
2020-12-18,89.8219,Normal value (A)
2020-12-17,89.6342,Normal value (A)
2020-12-16,89.9891,Normal value (A)
2020-12-15,90.3247,Normal value (A)
2020-12-14,90.1584,Normal value (A)
2020-12-13,-,Missing value; data cannot exist (M)
2020-12-12,-,Missing value; data cannot exist (M)
2020-12-11,90.6027,Normal value (A)
2020-12-10,90.5285,Normal value (A)
2020-12-09,90.4175,Normal value (A)
2020-12-08,90.5699,Normal value (A)
2020-12-07,90.5366,Normal value (A)
2020-12-06,-,Missing value; data cannot exist (M)
2020-12-05,-,Missing value; data cannot exist (M)
2020-12-04,90.3696,Normal value (A)
2020-12-03,90.5381,Normal value (A)
2020-12-02,91.0643,Normal value (A)
2020-12-01,91.4432,Normal value (A)
2020-11-30,91.3247,Normal value (A)
2020-11-29,-,Missing value; data cannot exist (M)
2020-11-28,-,Missing value; data cannot exist (M)
2020-11-27,91.5787,Normal value (A)
2020-11-26,91.6547,Normal value (A)
2020-11-25,91.7529,Normal value (A)
2020-11-24,91.9668,Normal value (A)
2020-11-23,91.6780,Normal value (A)
2020-11-22,-,Missing value; data cannot exist (M)
2020-11-21,-,Missing value; data cannot exist (M)
2020-11-20,91.9319,Normal value (A)
2020-11-19,92.1612,Normal value (A)
2020-11-18,91.8750,Normal value (A)
2020-11-17,91.9248,Normal value (A)
2020-11-16,92.2606,Normal value (A)
2020-11-15,-,Missing value; data cannot exist (M)
2020-11-14,-,Missing value; data cannot exist (M)
2020-11-13,92.4042,Normal value (A)
2020-11-12,92.5328,Normal value (A)
2020-11-11,92.4930,Normal value (A)
2020-11-10,92.3221,Normal value (A)
2020-11-09,91.8858,Normal value (A)
2020-11-08,-,Missing value; data cannot exist (M)
2020-11-07,-,Missing value; data cannot exist (M)
2020-11-06,92.0166,Normal value (A)
2020-11-05,92.1062,Normal value (A)
2020-11-04,92.9127,Normal value (A)
2020-11-03,93.0740,Normal value (A)
2020-11-02,93.4815,Normal value (A)
2020-11-01,-,Missing value; data cannot exist (M)
2020-10-31,-,Missing value; data cannot exist (M)
2020-10-30,93.3121,Normal value (A)
2020-10-29,93.4076,Normal value (A)
2020-10-28,93.2031,Normal value (A)
2020-10-27,92.5644,Normal value (A)
2020-10-26,92.7302,Normal value (A)
2020-10-25,-,Missing value; data cannot exist (M)
2020-10-24,-,Missing value; data cannot exist (M)
2020-10-23,92.4226,Normal value (A)
2020-10-22,92.6197,Normal value (A)
2020-10-21,92.4985,Normal value (A)
2020-10-20,92.9703,Normal value (A)
2020-10-19,92.9032,Normal value (A)
2020-10-18,-,Missing value; data cannot exist (M)
2020-10-17,-,Missing value; data cannot exist (M)
2020-10-16,93.1817,Normal value (A)
2020-10-15,93.3905,Normal value (A)
2020-10-14,93.0080,Normal value (A)
2020-10-13,92.8579,Normal value (A)
2020-10-12,92.8410,Normal value (A)
2020-10-11,-,Missing value; data cannot exist (M)
2020-10-10,-,Missing value; data cannot exist (M)
2020-10-09,93.0307,Normal value (A)
2020-10-08,93.3059,Normal value (A)
2020-10-07,93.4165,Normal value (A)
2020-10-06,93.1916,Normal value (A)
2020-10-05,93.2837,Normal value (A)
2020-10-04,-,Missing value; data cannot exist (M)
2020-10-03,-,Missing value; data cannot exist (M)
2020-10-02,93.4679,Normal value (A)
2020-10-01,93.3791,Normal value (A)
2020-09-30,93.8767,Normal value (A)
2020-09-29,93.8303,Normal value (A)
2020-09-28,93.9603,Normal value (A)
2020-09-27,-,Missing value; data cannot exist (M)
2020-09-26,-,Missing value; data cannot exist (M)
2020-09-25,94.2502,Normal value (A)
2020-09-24,94.1773,Normal value (A)
2020-09-23,93.8236,Normal value (A)
2020-09-22,93.4387,Normal value (A)
2020-09-21,93.0681,Normal value (A)
2020-09-20,-,Missing value; data cannot exist (M)
2020-09-19,-,Missing value; data cannot exist (M)
2020-09-18,92.7857,Normal value (A)
2020-09-17,93.0339,Normal value (A)
2020-09-16,92.7223,Normal value (A)
2020-09-15,92.7502,Normal value (A)
2020-09-14,92.9694,Normal value (A)
2020-09-13,-,Missing value; data cannot exist (M)
2020-09-12,-,Missing value; data cannot exist (M)
2020-09-11,93.1357,Normal value (A)
2020-09-10,93.0426,Normal value (A)
2020-09-09,93.4576,Normal value (A)
2020-09-08,93.2925,Normal value (A)
2020-09-07,92.9251,Normal value (A)
2020-09-06,-,Missing value; data cannot exist (M)
2020-09-05,-,Missing value; data cannot exist (M)
2020-09-04,92.8011,Normal value (A)
2020-09-03,92.9544,Normal value (A)
2020-09-02,92.5816,Normal value (A)
2020-09-01,91.9648,Normal value (A)
2020-08-31,92.2666,Normal value (A)
2020-08-30,-,Missing value; data cannot exist (M)
2020-08-29,-,Missing value; data cannot exist (M)
2020-08-28,92.2332,Normal value (A)
2020-08-27,92.9927,Normal value (A)
2020-08-26,93.1717,Normal value (A)
2020-08-25,93.1368,Normal value (A)
2020-08-24,92.8739,Normal value (A)
2020-08-23,-,Missing value; data cannot exist (M)
2020-08-22,-,Missing value; data cannot exist (M)
2020-08-21,93.3090,Normal value (A)
2020-08-20,92.9859,Normal value (A)
2020-08-19,92.4279,Normal value (A)
2020-08-18,92.5970,Normal value (A)
2020-08-17,93.0601,Normal value (A)
2020-08-16,-,Missing value; data cannot exist (M)
2020-08-15,-,Missing value; data cannot exist (M)
2020-08-14,93.2627,Normal value (A)
2020-08-13,93.1835,Normal value (A)
2020-08-12,93.5521,Normal value (A)
2020-08-11,93.3026,Normal value (A)
2020-08-10,93.5930,Normal value (A)
2020-08-09,-,Missing value; data cannot exist (M)
2020-08-08,-,Missing value; data cannot exist (M)
2020-08-07,93.2884,Normal value (A)
2020-08-06,93.0499,Normal value (A)
2020-08-05,92.9743,Normal value (A)
2020-08-04,93.6917,Normal value (A)
2020-08-03,93.8914,Normal value (A)
2020-08-02,-,Missing value; data cannot exist (M)
2020-08-01,-,Missing value; data cannot exist (M)
2020-07-31,93.1359,Normal value (A)
2020-07-30,93.7051,Normal value (A)
2020-07-29,93.6823,Normal value (A)
2020-07-28,93.8758,Normal value (A)
2020-07-27,93.7200,Normal value (A)
2020-07-26,-,Missing value; data cannot exist (M)
2020-07-25,-,Missing value; data cannot exist (M)
2020-07-24,94.5346,Normal value (A)
2020-07-23,94.7615,Normal value (A)
2020-07-22,94.7154,Normal value (A)
2020-07-21,95.2903,Normal value (A)
2020-07-20,95.5267,Normal value (A)
2020-07-19,-,Missing value; data cannot exist (M)
2020-07-18,-,Missing value; data cannot exist (M)
2020-07-17,95.7095,Normal value (A)
2020-07-16,95.7090,Normal value (A)
2020-07-15,95.5078,Normal value (A)
2020-07-14,96.0061,Normal value (A)
2020-07-13,95.9937,Normal value (A)
2020-07-12,-,Missing value; data cannot exist (M)
2020-07-11,-,Missing value; data cannot exist (M)
2020-07-10,96.2055,Normal value (A)
2020-07-09,95.7780,Normal value (A)
2020-07-08,96.2384,Normal value (A)
2020-07-07,96.2403,Normal value (A)
2020-07-06,96.0291,Normal value (A)
2020-07-05,-,Missing value; data cannot exist (M)
2020-07-04,-,Missing value; data cannot exist (M)
2020-07-03,96.5472,Normal value (A)
2020-07-02,96.2996,Normal value (A)
2020-07-01,96.7422,Normal value (A)
2020-06-30,97.0253,Normal value (A)
2020-06-29,96.5339,Normal value (A)
2020-06-28,-,Missing value; data cannot exist (M)
2020-06-27,-,Missing value; data cannot exist (M)
2020-06-26,96.7254,Normal value (A)
2020-06-25,96.7906,Normal value (A)
2020-06-24,96.2797,Normal value (A)
2020-06-23,96.0638,Normal value (A)
2020-06-22,96.6605,Normal value (A)
2020-06-21,-,Missing value; data cannot exist (M)
2020-06-20,-,Missing value; data cannot exist (M)
2020-06-19,96.6454,Normal value (A)
2020-06-18,96.5742,Normal value (A)
2020-06-17,96.4859,Normal value (A)
2020-06-16,96.1266,Normal value (A)
2020-06-15,96.5739,Normal value (A)
2020-06-14,-,Missing value; data cannot exist (M)
2020-06-13,-,Missing value; data cannot exist (M)
2020-06-12,96.1784,Normal value (A)
2020-06-11,95.8062,Normal value (A)
2020-06-10,95.4252,Normal value (A)
2020-06-09,96.0586,Normal value (A)
2020-06-08,96.2111,Normal value (A)
2020-06-07,-,Missing value; data cannot exist (M)
2020-06-06,-,Missing value; data cannot exist (M)
2020-06-05,96.1235,Normal value (A)
2020-06-04,96.6288,Normal value (A)
2020-06-03,96.8706,Normal value (A)
2020-06-02,96.8751,Normal value (A)
2020-06-01,97.4636,Normal value (A)
2020-05-31,-,Missing value; data cannot exist (M)
2020-05-30,-,Missing value; data cannot exist (M)
2020-05-29,97.4524,Normal value (A)
2020-05-28,98.1439,Normal value (A)
2020-05-27,98.2624,Normal value (A)
2020-05-26,98.2528,Normal value (A)
2020-05-25,98.9573,Normal value (A)
2020-05-24,-,Missing value; data cannot exist (M)
2020-05-23,-,Missing value; data cannot exist (M)
2020-05-22,98.9932,Normal value (A)
2020-05-21,98.3917,Normal value (A)
2020-05-20,98.4489,Normal value (A)
2020-05-19,98.6055,Normal value (A)
2020-05-18,99.2609,Normal value (A)
2020-05-17,-,Missing value; data cannot exist (M)
2020-05-16,-,Missing value; data cannot exist (M)
2020-05-15,99.4787,Normal value (A)
2020-05-14,99.4665,Normal value (A)
2020-05-13,98.8029,Normal value (A)
2020-05-12,98.8239,Normal value (A)
2020-05-11,99.0442,Normal value (A)
2020-05-10,-,Missing value; data cannot exist (M)
2020-05-09,-,Missing value; data cannot exist (M)
2020-05-08,98.7018,Normal value (A)
2020-05-07,99.2489,Normal value (A)
2020-05-06,99.1040,Normal value (A)
2020-05-05,98.8507,Normal value (A)
2020-05-04,98.5751,Normal value (A)
2020-05-03,-,Missing value; data cannot exist (M)
2020-05-02,-,Missing value; data cannot exist (M)
2020-05-01,-,Missing value; data cannot exist (M)
2020-04-30,98.3306,Normal value (A)
2020-04-29,98.7761,Normal value (A)
2020-04-28,98.6052,Normal value (A)
2020-04-27,98.9846,Normal value (A)
2020-04-26,-,Missing value; data cannot exist (M)
2020-04-25,-,Missing value; data cannot exist (M)
2020-04-24,99.4001,Normal value (A)
2020-04-23,99.5815,Normal value (A)
2020-04-22,99.2817,Normal value (A)
2020-04-21,99.4993,Normal value (A)
2020-04-20,99.0975,Normal value (A)
2020-04-19,-,Missing value; data cannot exist (M)
2020-04-18,-,Missing value; data cannot exist (M)
2020-04-17,98.9645,Normal value (A)
2020-04-16,98.9739,Normal value (A)
2020-04-15,98.8295,Normal value (A)
2020-04-14,98.2468,Normal value (A)
2020-04-13,-,Missing value; data cannot exist (M)
2020-04-12,-,Missing value; data cannot exist (M)
2020-04-11,-,Missing value; data cannot exist (M)
2020-04-10,-,Missing value; data cannot exist (M)
2020-04-09,99.1888,Normal value (A)
2020-04-08,99.1917,Normal value (A)
2020-04-07,99.1034,Normal value (A)
2020-04-06,99.8934,Normal value (A)
2020-04-05,-,Missing value; data cannot exist (M)
